Review_Text,Word_Tokens,Updated_Aspect_Terms,BIO_Tags
എന്റെ പൊന്നേ.... എന്താ പറയേണ്ടതെന്ന് അറിയത്തില്ല   😀😍 🥰 ഈ ഫോണിനെ കുറിച്ച്  ഞാൻ പ്രത്യേകിച്ച് ഒരു അഭിപ്രായം പറയണ്ട കാര്യമില്ല.  കാരണം മമ്മുട്ടി മലയാള സിനിമയുടെ താരരാജാവാണെന്നും.   ജയരാജേട്ടൻ മലയാളത്തിലെ ഏറ്റവും മികച്ച tech youtuber ആണെന്നും ഞാൻ പറയുന്ന പോലെയിരിക്കും അത്.    പിന്നെ വില.  അത് സ്മാർട്ട് ഫോണുകളുടെ രാജാവ്  വരുമ്പോൾ വിലയും രാജകീയമാകണമല്ലോ 👌👌👌👌👌👌👌👌👌👌👌👌👌👌👌💯💯💯💯💯✅✅✅✅✅✅❤❤❤❤❤❤❤🥰🥰🥰🥰🥰😍😍😍😍😍😊,"['എന്റെ', 'പൊന്നേ', 'എന്താ', 'പറയേണ്ടതെന്ന്', 'അറിയത്തില്ല', 'ഈ', 'ഫോണിനെ', 'കുറിച്ച്', 'ഞാൻ', 'പ്രത്യേകിച്ച്', 'ഒരു', 'അഭിപ്രായം', 'പറയണ്ട', 'കാര്യമില്ല', 'കാരണം', 'മമ്മുട്ടി', 'മലയാള', 'സിനിമയുടെ', 'താരരാജാവാണെന്നും', 'ജയരാജേട്ടൻ', 'മലയാളത്തിലെ', 'ഏറ്റവും', 'മികച്ച', 'tech', 'youtuber', 'ആണെന്നും', 'ഞാൻ', 'പറയുന്ന', 'പോലെയിരിക്കും', 'അത്', 'പിന്നെ', 'വില', 'അത്', 'സ്മാർട്ട്', 'ഫോണുകളുടെ', 'രാജാവ്', 'വരുമ്പോൾ', 'വിലയും', 'രാജകീയമാകണമല്ലോ']",{'price': ['വില']},"[('എന്റെ', 'O'), ('പൊന്നേ', 'O'), ('എന്താ', 'O'), ('പറയേണ്ടതെന്ന്', 'O'), ('അറിയത്തില്ല', 'O'), ('ഈ', 'O'), ('ഫോണിനെ', 'O'), ('കുറിച്ച്', 'O'), ('ഞാൻ', 'O'), ('പ്രത്യേകിച്ച്', 'O'), ('ഒരു', 'O'), ('അഭിപ്രായം', 'O'), ('പറയണ്ട', 'O'), ('കാര്യമില്ല', 'O'), ('കാരണം', 'O'), ('മമ്മുട്ടി', 'O'), ('മലയാള', 'O'), ('സിനിമയുടെ', 'O'), ('താരരാജാവാണെന്നും', 'O'), ('ജയരാജേട്ടൻ', 'O'), ('മലയാളത്തിലെ', 'O'), ('ഏറ്റവും', 'O'), ('മികച്ച', 'O'), ('tech', 'O'), ('youtuber', 'O'), ('ആണെന്നും', 'O'), ('ഞാൻ', 'O'), ('പറയുന്ന', 'O'), ('പോലെയിരിക്കും', 'O'), ('അത്', 'O'), ('പിന്നെ', 'O'), ('വില', 'B-price'), ('അത്', 'O'), ('സ്മാർട്ട്', 'O'), ('ഫോണുകളുടെ', 'O'), ('രാജാവ്', 'O'), ('വരുമ്പോൾ', 'O'), ('വിലയും', 'O'), ('രാജകീയമാകണമല്ലോ', 'O')]"
ഇതെടുത്തു വെറുതെ ക്യാഷ് കളയല്ലേ 😩apple13 എടുത്തോളൂ,"['ഇതെടുത്തു', 'വെറുതെ', 'ക്യാഷ്', 'കളയല്ലേ', 'apple13', 'എടുത്തോളൂ']",{'phone': ['apple']},"[('ഇതെടുത്തു', 'O'), ('വെറുതെ', 'O'), ('ക്യാഷ്', 'O'), ('കളയല്ലേ', 'O'), ('apple13', 'O'), ('എടുത്തോളൂ', 'O')]"
Service Center ഇൽ കൊണ്ട് പോയ്‌ കൊടുത്ത മാറുമോ... Camera Issue മാത്രം ഉള്ളു പഴയ ഒരു quality ഇല്ല photos ഒന്നിനും,"['service', 'center', 'ഇൽ', 'കൊണ്ട്', 'പോയ്', 'കൊടുത്ത', 'മാറുമോ', 'camera', 'issue', 'മാത്രം', 'ഉള്ളു', 'പഴയ', 'ഒരു', 'quality', 'ഇല്ല', 'photos', 'ഒന്നിനും']",{'camera': ['quality']},"[('service', 'O'), ('center', 'O'), ('ഇൽ', 'O'), ('കൊണ്ട്', 'O'), ('പോയ്', 'O'), ('കൊടുത്ത', 'O'), ('മാറുമോ', 'O'), ('camera', 'O'), ('issue', 'O'), ('മാത്രം', 'O'), ('ഉള്ളു', 'O'), ('പഴയ', 'O'), ('ഒരു', 'O'), ('quality', 'B-camera'), ('ഇല്ല', 'O'), ('photos', 'O'), ('ഒന്നിനും', 'O')]"
Bro 🔥🔥 ആണല്ലോ,"['bro', 'ആണല്ലോ']",{},"[('bro', 'O'), ('ആണല്ലോ', 'O')]"
PrathpGTech പൊള്ളി ♥ മാസ്സ് 🥰,"['prathpgtech', 'പൊള്ളി', 'മാസ്സ്']",{},"[('prathpgtech', 'O'), ('പൊള്ളി', 'O'), ('മാസ്സ്', 'O')]"
4 hours ആണ് എനിക്ക് x7 MAX ൽ Battery Screen on time കിട്ടുന്നത്,"['4', 'hours', 'ആണ്', 'എനിക്ക്', 'x7', 'max', 'ൽ', 'battery', 'screen', 'on', 'time', 'കിട്ടുന്നത്']","{'screen': ['screen'], 'network': ['4ജി']}","[('4', 'O'), ('hours', 'O'), ('ആണ്', 'O'), ('എനിക്ക്', 'O'), ('x7', 'O'), ('max', 'O'), ('ൽ', 'O'), ('battery', 'O'), ('screen', 'B-screen'), ('on', 'O'), ('time', 'O'), ('കിട്ടുന്നത്', 'O')]"
അണ്ണന് iphone വിരോധി ആയോണ്ടാണ് ഞാൻ iphn എടുക്കത്തെ അല്ലാതെ പൈസ ഇല്ലാത്തോണ്ടല്ല ട്ടാ..,"['അണ്ണന്', 'iphone', 'വിരോധി', 'ആയോണ്ടാണ്', 'ഞാൻ', 'iphn', 'എടുക്കത്തെ', 'അല്ലാതെ', 'പൈസ', 'ഇല്ലാത്തോണ്ടല്ല', 'ട്ടാ']",{'phone': ['iphone']},"[('അണ്ണന്', 'O'), ('iphone', 'B-phone'), ('വിരോധി', 'O'), ('ആയോണ്ടാണ്', 'O'), ('ഞാൻ', 'O'), ('iphn', 'O'), ('എടുക്കത്തെ', 'O'), ('അല്ലാതെ', 'O'), ('പൈസ', 'O'), ('ഇല്ലാത്തോണ്ടല്ല', 'O'), ('ട്ടാ', 'O')]"
Xs ഇപ്പോൾ ഇറങ്ങുന്നുണ്ടോ.....,"['xs', 'ഇപ്പോൾ', 'ഇറങ്ങുന്നുണ്ടോ']",{'applications': ['xender']},"[('xs', 'O'), ('ഇപ്പോൾ', 'O'), ('ഇറങ്ങുന്നുണ്ടോ', 'O')]"
XS vs 11 comparison video വേണം bro... please 😭😭😭😭😭,"['xs', 'vs', '11', 'comparison', 'video', 'വേണം', 'bro', 'please']","{'camera': ['video'], 'applications': ['xender']}","[('xs', 'O'), ('vs', 'O'), ('11', 'O'), ('comparison', 'O'), ('video', 'B-camera'), ('വേണം', 'O'), ('bro', 'O'), ('please', 'O')]"
ഞാൻ പല തവണ ഈ ഫോൺ വാങ്ങണം എന്ന് കരുതിട്ടുണ്ട് പക്ഷേ കാണാൻ ഒരു ലുക്കില്ലാത്തതിനാൽ ഞാൻ സാംസങ്ങണ് വാങ്ങിയത് !.അപ്പിൾ വലിയ സംഭവമ ! പഷേ പറഞ്ഞിട്ട് ഒരു കാര്യവുമില്ല !.മേലനങ്ങാതെ നടക്കുന്ന വർക്ക് പറ്റിയ ഫോണാ ആപ്പിൾ,"['ഞാൻ', 'പല', 'തവണ', 'ഈ', 'ഫോൺ', 'വാങ്ങണം', 'എന്ന്', 'കരുതിട്ടുണ്ട്', 'പക്ഷേ', 'കാണാൻ', 'ഒരു', 'ലുക്കില്ലാത്തതിനാൽ', 'ഞാൻ', 'സാംസങ്ങണ്', 'വാങ്ങിയത്', 'അപ്പിൾ', 'വലിയ', 'സംഭവമ', 'പഷേ', 'പറഞ്ഞിട്ട്', 'ഒരു', 'കാര്യവുമില്ല', 'മേലനങ്ങാതെ', 'നടക്കുന്ന', 'വർക്ക്', 'പറ്റിയ', 'ഫോണാ', 'ആപ്പിൾ']","{'phone': ['സാംസങ്', 'ആപ്പിൾ', 'ഐഫോൺ']}","[('ഞാൻ', 'O'), ('പല', 'O'), ('തവണ', 'O'), ('ഈ', 'O'), ('ഫോൺ', 'O'), ('വാങ്ങണം', 'O'), ('എന്ന്', 'O'), ('കരുതിട്ടുണ്ട്', 'O'), ('പക്ഷേ', 'O'), ('കാണാൻ', 'O'), ('ഒരു', 'O'), ('ലുക്കില്ലാത്തതിനാൽ', 'O'), ('ഞാൻ', 'O'), ('സാംസങ്ങണ്', 'O'), ('വാങ്ങിയത്', 'O'), ('അപ്പിൾ', 'O'), ('വലിയ', 'O'), ('സംഭവമ', 'O'), ('പഷേ', 'O'), ('പറഞ്ഞിട്ട്', 'O'), ('ഒരു', 'O'), ('കാര്യവുമില്ല', 'O'), ('മേലനങ്ങാതെ', 'O'), ('നടക്കുന്ന', 'O'), ('വർക്ക്', 'O'), ('പറ്റിയ', 'O'), ('ഫോണാ', 'O'), ('ആപ്പിൾ', 'B-phone')]"
എനിക്ക് എന്റെ Moto edge 30ക്ക് കഴിഞ്ഞ മാസം ആണ് android 13 അപ്ഡേറ്റ് വന്നത്. ആ ഒരു പ്രശ്നം മാത്രേള്ളൂ..പെർഫോമൻസ് ഒക്കെ 🔥🔥🔥,"['എനിക്ക്', 'എന്റെ', 'moto', 'edge', '30ക്ക്', 'കഴിഞ്ഞ', 'മാസം', 'ആണ്', 'android', '13', 'അപ്ഡേറ്റ്', 'വന്നത്', 'ആ', 'ഒരു', 'പ്രശ്നം', 'മാത്രേള്ളൂപെർഫോമൻസ്', 'ഒക്കെ']","{'phone': ['13pro'], 'os': ['android']}","[('എനിക്ക്', 'O'), ('എന്റെ', 'O'), ('moto', 'O'), ('edge', 'O'), ('30ക്ക്', 'O'), ('കഴിഞ്ഞ', 'O'), ('മാസം', 'O'), ('ആണ്', 'O'), ('android', 'B-os'), ('13', 'O'), ('അപ്ഡേറ്റ്', 'O'), ('വന്നത്', 'O'), ('ആ', 'O'), ('ഒരു', 'O'), ('പ്രശ്നം', 'O'), ('മാത്രേള്ളൂപെർഫോമൻസ്', 'O'), ('ഒക്കെ', 'O')]"
അടിപൊളി ആണ് ബ്രോ സ്റ്റബിലൈസേഷൻ ഉണ്ട് പിന്നെ അതുപോലെ ഫോട്ടോ ക്വാളിറ്റി വേറെ ലെവൽ ആണ് ❤️!,"['അടിപൊളി', 'ആണ്', 'ബ്രോ', 'സ്റ്റബിലൈസേഷൻ', 'ഉണ്ട്', 'പിന്നെ', 'അതുപോലെ', 'ഫോട്ടോ', 'ക്വാളിറ്റി', 'വേറെ', 'ലെവൽ', 'ആണ്']",{'camera': ['ഫോട്ടോ']},"[('അടിപൊളി', 'O'), ('ആണ്', 'O'), ('ബ്രോ', 'O'), ('സ്റ്റബിലൈസേഷൻ', 'O'), ('ഉണ്ട്', 'O'), ('പിന്നെ', 'O'), ('അതുപോലെ', 'O'), ('ഫോട്ടോ', 'B-camera'), ('ക്വാളിറ്റി', 'O'), ('വേറെ', 'O'), ('ലെവൽ', 'O'), ('ആണ്', 'O')]"
Moto x4 യൂസ് ചെയ്തിട്ടിട്ടുണ്ട്. Ip68 ഉള്ള ഫോൺ ആർന്നു അത്. Premium build. പക്ഷെ ഇപ്പോളത്തെ ഒക്കെ കണ്ടിട്ട് cheap ക്വാളിറ്റി ഫീൽ ചെയ്യുന്നു 🙏,"['moto', 'x4', 'യൂസ്', 'ചെയ്തിട്ടിട്ടുണ്ട്', 'ip68', 'ഉള്ള', 'ഫോൺ', 'ആർന്നു', 'അത്', 'premium', 'build', 'പക്ഷെ', 'ഇപ്പോളത്തെ', 'ഒക്കെ', 'കണ്ടിട്ട്', 'cheap', 'ക്വാളിറ്റി', 'ഫീൽ', 'ചെയ്യുന്നു']",{},"[('moto', 'O'), ('x4', 'O'), ('യൂസ്', 'O'), ('ചെയ്തിട്ടിട്ടുണ്ട്', 'O'), ('ip68', 'O'), ('ഉള്ള', 'O'), ('ഫോൺ', 'O'), ('ആർന്നു', 'O'), ('അത്', 'O'), ('premium', 'O'), ('build', 'O'), ('പക്ഷെ', 'O'), ('ഇപ്പോളത്തെ', 'O'), ('ഒക്കെ', 'O'), ('കണ്ടിട്ട്', 'O'), ('cheap', 'O'), ('ക്വാളിറ്റി', 'O'), ('ഫീൽ', 'O'), ('ചെയ്യുന്നു', 'O')]"
ഇത്രയും വില വരുമ്പോൾ Ominivision ഊള സെൻസർ കൊടുക്കാൻ പാടില്ലായിരുന്നു..xiomi ക്ക് തന്നെ അറിയാം അത്ര നല്ല സെൻസർ അല്ല എന്ന്..കോസ്റ്റ് കട്ടിംഗ് ചെയ്യുമ്പോൾ main ക്യാമറ യില് ഇതുപോലത്തെ ഊള പരിപാടി കാണിച്ച് വെക്കരുത്🙂,"['ഇത്രയും', 'വില', 'വരുമ്പോൾ', 'ominivision', 'ഊള', 'സെൻസർ', 'കൊടുക്കാൻ', 'പാടില്ലായിരുന്നുxiomi', 'ക്ക്', 'തന്നെ', 'അറിയാം', 'അത്ര', 'നല്ല', 'സെൻസർ', 'അല്ല', 'എന്ന്കോസ്റ്റ്', 'കട്ടിംഗ്', 'ചെയ്യുമ്പോൾ', 'main', 'ക്യാമറ', 'യില്', 'ഇതുപോലത്തെ', 'ഊള', 'പരിപാടി', 'കാണിച്ച്', 'വെക്കരുത്']","{'camera': ['ക്യാമറ'], 'price': ['വില']}","[('ഇത്രയും', 'O'), ('വില', 'B-price'), ('വരുമ്പോൾ', 'O'), ('ominivision', 'O'), ('ഊള', 'O'), ('സെൻസർ', 'O'), ('കൊടുക്കാൻ', 'O'), ('പാടില്ലായിരുന്നുxiomi', 'O'), ('ക്ക്', 'O'), ('തന്നെ', 'O'), ('അറിയാം', 'O'), ('അത്ര', 'O'), ('നല്ല', 'O'), ('സെൻസർ', 'O'), ('അല്ല', 'O'), ('എന്ന്കോസ്റ്റ്', 'O'), ('കട്ടിംഗ്', 'O'), ('ചെയ്യുമ്പോൾ', 'O'), ('main', 'O'), ('ക്യാമറ', 'B-camera'), ('യില്', 'O'), ('ഇതുപോലത്തെ', 'O'), ('ഊള', 'O'), ('പരിപാടി', 'O'), ('കാണിച്ച്', 'O'), ('വെക്കരുത്', 'O')]"
30 Walt കൊടുക്കാമായിരുന്നു,"['30', 'walt', 'കൊടുക്കാമായിരുന്നു']",{},"[('30', 'O'), ('walt', 'O'), ('കൊടുക്കാമായിരുന്നു', 'O')]"
@Jenu Mathew ഞാൻ ഇയാളെ അമ്മായി അപ്പൂപ്പൻ ചാനലിൽ കണ്ടായിരുന്നു 😂🙏,"['ഞാൻ', 'ഇയാളെ', 'അമ്മായി', 'അപ്പൂപ്പൻ', 'ചാനലിൽ', 'കണ്ടായിരുന്നു']",{},"[('ഞാൻ', 'O'), ('ഇയാളെ', 'O'), ('അമ്മായി', 'O'), ('അപ്പൂപ്പൻ', 'O'), ('ചാനലിൽ', 'O'), ('കണ്ടായിരുന്നു', 'O')]"
Nnjaan oru aashakk puratt galaxy note 9eduttirunnu...ottiri istapettu...kodukkilla orikkalum nn teerumaanich eduttata...fresh...at 42k... But 6month aayappol display tane complaint aayi....20%nu mukalil brightness pokumbol full red aakunnu... display...,"['nnjaan', 'oru', 'aashakk', 'puratt', 'galaxy', 'note', '9eduttirunnuottiri', 'istapettukodukkilla', 'orikkalum', 'nn', 'teerumaanich', 'eduttatafreshat', '42k', 'but', '6month', 'aayappol', 'display', 'tane', 'complaint', 'aayi20nu', 'mukalil', 'brightness', 'pokumbol', 'full', 'red', 'aakunnu', 'display']","{'screen': ['red line', 'display'], 'design': ['display']}","[('nnjaan', 'O'), ('oru', 'O'), ('aashakk', 'O'), ('puratt', 'O'), ('galaxy', 'O'), ('note', 'O'), ('9eduttirunnuottiri', 'O'), ('istapettukodukkilla', 'O'), ('orikkalum', 'O'), ('nn', 'O'), ('teerumaanich', 'O'), ('eduttatafreshat', 'O'), ('42k', 'O'), ('but', 'O'), ('6month', 'O'), ('aayappol', 'O'), ('display', 'B-design'), ('tane', 'O'), ('complaint', 'O'), ('aayi20nu', 'O'), ('mukalil', 'O'), ('brightness', 'O'), ('pokumbol', 'O'), ('full', 'O'), ('red', 'O'), ('aakunnu', 'O'), ('display', 'O')]"
Intro💝😂 ഇത്രയും വിശദമായ റിവ്യൂ 👍🏻🌹💙,"['intro', 'ഇത്രയും', 'വിശദമായ', 'റിവ്യൂ']",{},"[('intro', 'O'), ('ഇത്രയും', 'O'), ('വിശദമായ', 'O'), ('റിവ്യൂ', 'O')]"
As usual... അന്യായ ക്വാളിറ്റി 👌,"['as', 'usual', 'അന്യായ', 'ക്വാളിറ്റി']",{},"[('as', 'O'), ('usual', 'O'), ('അന്യായ', 'O'), ('ക്വാളിറ്റി', 'O')]"
1 week ആയി വാങ്ങിയിട്ട് 👌,"['1', 'week', 'ആയി', 'വാങ്ങിയിട്ട്']",{'phone': ['14 പ്രൊ']},"[('1', 'O'), ('week', 'O'), ('ആയി', 'O'), ('വാങ്ങിയിട്ട്', 'O')]"
3 അര വർഷമായി redmi not 5 pro ഉപയോഗിക്കുന്നു ഒരു പ്രശ്നവും ഇല്ല ഇതുവരെ 😍😍,"['3', 'അര', 'വർഷമായി', 'redmi', 'not', '5', 'pro', 'ഉപയോഗിക്കുന്നു', 'ഒരു', 'പ്രശ്നവും', 'ഇല്ല', 'ഇതുവരെ']","{'phone': ['pro'], 'processor': ['processor'], 'network': ['3g', '5ജി']}","[('3', 'O'), ('അര', 'O'), ('വർഷമായി', 'O'), ('redmi', 'O'), ('not', 'O'), ('5', 'O'), ('pro', 'B-phone'), ('ഉപയോഗിക്കുന്നു', 'O'), ('ഒരു', 'O'), ('പ്രശ്നവും', 'O'), ('ഇല്ല', 'O'), ('ഇതുവരെ', 'O')]"
X3 pro യിൽ super amoled display കൂട്ടി ഉണ്ടെങ്കിൽ .....❤️❤️,"['x3', 'pro', 'യിൽ', 'super', 'amoled', 'display', 'കൂട്ടി', 'ഉണ്ടെങ്കിൽ']","{'screen': ['display', 'amoled'], 'phone': ['pro'], 'processor': ['processor'], 'design': ['display']}","[('x3', 'O'), ('pro', 'B-phone'), ('യിൽ', 'O'), ('super', 'O'), ('amoled', 'B-screen'), ('display', 'B-design'), ('കൂട്ടി', 'O'), ('ഉണ്ടെങ്കിൽ', 'O')]"
"Njn use cheyyand , Camera athra nallathalla , Lighting kuravanenkil photos valare shokam aanu, Front camera mosam aanu, Tempered glass UV aanu Rs 700+ aavum fix cheyyan. Gum itt ottikkanam pinne warranty kittilla., battery life adipoli aanu average use vach 2 day kittunnund.","['njn', 'use', 'cheyyand', 'camera', 'athra', 'nallathalla', 'lighting', 'kuravanenkil', 'photos', 'valare', 'shokam', 'aanu', 'front', 'camera', 'mosam', 'aanu', 'tempered', 'glass', 'uv', 'aanu', 'rs', '700', 'aavum', 'fix', 'cheyyan', 'gum', 'itt', 'ottikkanam', 'pinne', 'warranty', 'kittilla', 'battery', 'life', 'adipoli', 'aanu', 'average', 'use', 'vach', '2', 'day', 'kittunnund']","{'screen': ['resolution'], 'phone': ['23ultra'], 'general': ['warranty']}","[('njn', 'O'), ('use', 'O'), ('cheyyand', 'O'), ('camera', 'O'), ('athra', 'O'), ('nallathalla', 'O'), ('lighting', 'O'), ('kuravanenkil', 'O'), ('photos', 'O'), ('valare', 'O'), ('shokam', 'O'), ('aanu', 'O'), ('front', 'O'), ('camera', 'O'), ('mosam', 'O'), ('aanu', 'O'), ('tempered', 'O'), ('glass', 'O'), ('uv', 'O'), ('aanu', 'O'), ('rs', 'O'), ('700', 'O'), ('aavum', 'O'), ('fix', 'O'), ('cheyyan', 'O'), ('gum', 'O'), ('itt', 'O'), ('ottikkanam', 'O'), ('pinne', 'O'), ('warranty', 'B-general'), ('kittilla', 'O'), ('battery', 'O'), ('life', 'O'), ('adipoli', 'O'), ('aanu', 'O'), ('average', 'O'), ('use', 'O'), ('vach', 'O'), ('2', 'O'), ('day', 'O'), ('kittunnund', 'O')]"
@Eldho നമ്മൾ ഈ Rom എന്തിനാ കേറ്റുന്നത് കൊറേ അതികം customisation കിട്ടാൻ വേണ്ടിയാണ് അത് നമുക്ക് ഇതിൽ നിന്ന് കിട്ടും. Apple Phone ന്റെ അവസ്ഥ എന്താ Always On display feature പോലും ഇല്ല 🤐,"['നമ്മൾ', 'ഈ', 'rom', 'എന്തിനാ', 'കേറ്റുന്നത്', 'കൊറേ', 'അതികം', 'customisation', 'കിട്ടാൻ', 'വേണ്ടിയാണ്', 'അത്', 'നമുക്ക്', 'ഇതിൽ', 'നിന്ന്', 'കിട്ടും', 'apple', 'phone', 'ന്റെ', 'അവസ്ഥ', 'എന്താ', 'always', 'on', 'display', 'feature', 'പോലും', 'ഇല്ല']","{'screen': ['display'], 'phone': ['apple'], 'design': ['display']}","[('നമ്മൾ', 'O'), ('ഈ', 'O'), ('rom', 'O'), ('എന്തിനാ', 'O'), ('കേറ്റുന്നത്', 'O'), ('കൊറേ', 'O'), ('അതികം', 'O'), ('customisation', 'O'), ('കിട്ടാൻ', 'O'), ('വേണ്ടിയാണ്', 'O'), ('അത്', 'O'), ('നമുക്ക്', 'O'), ('ഇതിൽ', 'O'), ('നിന്ന്', 'O'), ('കിട്ടും', 'O'), ('apple', 'B-phone'), ('phone', 'O'), ('ന്റെ', 'O'), ('അവസ്ഥ', 'O'), ('എന്താ', 'O'), ('always', 'O'), ('on', 'O'), ('display', 'B-design'), ('feature', 'O'), ('പോലും', 'O'), ('ഇല്ല', 'O')]"
